RETAILER_CODE,RANG,GAME_CODE_RECOMMANDE,SCORE_POPULARITE_GLOBALE
52502350,3,5,95018832108
52502350,4,2,92591841905
52502350,5,4,85292762690
52503450,1,6,110542381444
52503450,2,3,100484510032
52503450,3,7,98673824793
52503450,4,5,95018832108
52503450,5,2,92591841905
52503601,1,6,110542381444
52503601,2,3,100484510032
52503601,3,7,98673824793
52503601,4,5,95018832108
52503601,5,2,92591841905
52505901,1,6,110542360151
52505901,2,3,100484488542
52505901,3,7,98673824793
52505901,4,4,85292739686
52505901,5,1,59492660960
52507001,1,6,110542381444
52507001,2,7,98673807340
52507001,3,5,95018832108
52507001,4,1,59492679919
52507001,5,10,51487657137
52507401,1,6,110542381444
52507401,2,7,98673705767
52507401,3,5,95018832108
52507401,4,2,92591841905
52507401,5,4,85292680935
52507801,1,6,110542381444
52507801,2,5,94986618944
52507801,3,2,92539363941
52507801,4,4,85263657565
52507801,5,1,59492690176
52510201,1,6,110542257769
52510201,2,7,98673578391
52510201,3,5,95018670269
52510201,4,4,85292762690
52510201,5,1,59492690176
52514600,1,6,110542381444
52514600,2,3,100484510032
52514600,3,7,98673824793
52514600,4,5,95018832108
52514600,5,2,92591841905
52525401,1,3,100484505486
52525401,2,2,92591837102
52525401,3,4,85292758965
52525401,4,1,59492684918
52525401,5,10,51487674237
52600360,1,6,110542319081
52600360,2,3,100484510032
52600360,3,5,95018832108
52600360,4,2,92591841905
52600360,5,1,59492690176
52700301,1,6,110542381444
52700301,2,3,100454438903
52700301,3,7,98644827448
52700301,4,2,92591841905
52700301,5,4,85260347294
52718901,1,3,100484510032
52718901,2,7,98673824793
52718901,3,4,85292495127
52718901,4,1,59492482386
52718901,5,10,51487674237
52800560,1,7,98673824793
52800560,2,5,95018767832
52800560,3,2,92591841905
52800560,4,4,85292726732
52800560,5,1,59492666289
52903301,1,6,110542381444
52903301,2,3,100484510032
52903301,3,7,98673824793
52903301,4,5,95018832108
52903301,5,2,92591841905
52918901,1,6,110542381444
52918901,2,3,100483802146
52918901,3,5,95017897503
52918901,4,2,92590180804
52918901,5,1,59491551457
53000401,1,6,110542381444
53000401,2,7,98673824793
53000401,3,5,95018796701
53000401,4,2,92591777231
53000401,5,4,85292734634
53001050,1,6,110542381444
53001050,2,7,98672770273
53001050,3,2,92591841905
53001050,4,4,85292303041
53001050,5,1,59491613189
53001720,1,3,100484503271
53001720,2,5,95018819930
53001720,3,2,92591841905
53001720,4,1,59492672213
53001720,5,10,51487674237
53001801,1,6,110542380884
53001801,2,5,95018831656
53001801,3,2,92591841379
53001801,4,4,85292762690
53001801,5,10,51487674237
53003301,1,6,110542185480
53003301,2,3,100484510032
53003301,3,7,98673722016
53003301,4,5,95018719470
53003301,5,2,92591648244
53018901,1,6,110542372770
53018901,2,3,100484501847
53018901,3,2,92591836621
53018901,4,4,85292758007
53018901,5,10,51487674237
53100501,1,6,110542381444
53100501,2,3,100484510032
53100501,3,7,98673824793
53100501,4,5,95018832108
53100501,5,2,92591841905
53100601,1,6,110542381444
53100601,2,7,98672499003
53100601,3,2,92590233424
53100601,4,1,59491991224
53100601,5,9,49803080536
53500601,1,3,100484509768
53500601,2,7,98673824763
53500601,3,2,92591841773
53500601,4,4,85292762428
53500601,5,10,51487674237
53501201,1,6,110542381444
53501201,2,3,100484510032
53501201,3,7,98673824793
53501201,4,5,95018832108
53501201,5,2,92591841905
53501401,1,7,98673824793
53501401,2,5,95018832108
53501401,3,2,92591582138
53501401,4,4,85292762690
53501401,5,1,59492441205
53501601,1,6,110542381444
53501601,2,3,100484510032
53501601,3,7,98673824793
53501601,4,5,95018832108
53501601,5,2,92591841905
53502701,1,6,110541516247
53502701,2,7,98673244554
53502701,3,2,92591212949
53502701,4,1,59492025331
53502701,5,10,51487674237
53516701,1,6,110542381444
53516701,2,3,100484510032
53516701,3,7,98673824793
53516701,4,5,95018832108
53516701,5,2,92591841905
53600400,1,3,100484510032
53600400,2,5,95016935668
53600400,3,2,92588902815
53600400,4,4,85292762690
53600400,5,1,59490361485
53601201,1,7,98673824793
53601201,2,5,95018610287
53601201,3,2,92591691538
53601201,4,4,85292548964
53601201,5,10,51487674237
53601701,1,3,100484483945
53601701,2,7,98673775739
53601701,3,5,95018832108
53601701,4,2,92591809597
53601701,5,10,51487674237
53602001,1,6,110542381444
53602001,2,3,100484510032
53602001,3,7,98673824793
53602001,4,5,95018832108
53602001,5,2,92591841905
53603120,1,3,100484510032
53603120,2,7,98672463155
53603120,3,2,92591841905
53603120,4,4,85291031729
53603120,5,1,59491445818
53605800,1,6,110541019924
53605800,2,3,100482847393
53605800,3,7,98672424176
53605800,4,2,92589257425
53605800,5,10,51487674237
53833801,1,6,110542019399
53833801,2,2,92591841905
53833801,3,4,85292356844
53833801,4,1,59492502215
53833801,5,10,51487674237
53900501,1,3,100484496722
53900501,2,7,98673819837
53900501,3,5,95018832108
53900501,4,2,92591841905
53900501,5,1,59492685060
54000520,1,6,110464261179
54000520,2,7,98656137576
54000520,3,5,95018832108
54000520,4,2,92591841905
54000520,5,4,85226314790
54000820,1,3,100483896488
54000820,2,7,98672351916
54000820,3,5,95017066632
54000820,4,10,51487674237
54000820,5,9,49801889642
54003501,1,6,110542208850
54003501,2,3,100484510032
54003501,3,7,98673644514
54003501,4,5,95018534698
54003501,5,10,51487512084
54017601,1,7,98673824793
54017601,2,5,95018792461
54017601,3,2,92591841905
54017601,4,4,85292762690
54017601,5,1,59492661473
54100301,1,5,94947025885
54100301,2,2,92591841905
54100301,3,4,85268001150
54100301,4,1,59464233767
54100301,5,10,51487674237
54100401,1,6,110542381444
54100401,2,3,100484510032
54100401,3,7,98673824793
54100401,4,5,95018813692
54100401,5,2,92591841905
54101101,1,6,110542381444
54101101,2,3,100484507386
54101101,3,7,98673824793
54101101,4,5,95018831387
54101101,5,2,92591841905
54200230,1,6,110542381444
54200230,2,7,98673824793
54200230,3,5,95018820590
54200230,4,4,85292755363
54200230,5,1,59492682386
54500101,1,6,110479281033
54500101,2,3,100484510032
54500101,3,7,98595969742
54500101,4,2,92591841905
54500101,5,4,85292762690
54615801,1,6,110542381444
54615801,2,3,100484504158
54615801,3,2,92591830055
54615801,4,4,85292762690
54615801,5,10,51487674237
54800201,1,6,110542381444
54800201,2,3,100484506349
54800201,3,7,98673824793
54800201,4,5,95018829459
54800201,5,1,59492686342
55300101,1,3,100484510032
55300101,2,7,98673824793
55300101,3,2,92591841905
55300101,4,4,85292446250
55300101,5,1,59492328888
55300301,1,6,110542381444
55300301,2,3,100484356953
55300301,3,2,92591542297
55300301,4,4,85292558140
55300301,5,10,51487674237
55316700,1,6,110421147694
55316700,2,3,100484510032
55316700,3,7,98625081822
55316700,4,5,94921974474
55316700,5,4,85224286976
55325401,1,6,110542380913
55325401,2,3,100484509157
55325401,3,7,98673823589
55325401,4,5,95018832108
55325401,5,10,51487674237
60100101,1,6,110542381444
60100101,2,3,100484510032
60100101,3,7,98673824793
60100101,4,5,95018832108
60100101,5,2,92591841905
60100810,1,3,100484510032
60100810,2,7,98673797264
60100810,3,5,95018802526
60100810,4,2,92591841905
60100810,5,4,85292752650
60102700,1,3,100483238292
60102700,2,7,98673824793
60102700,3,2,92589897983
60102700,4,4,85292762690
60102700,5,1,59490873652
60103101,1,6,110542381444
60103101,2,3,100484510032
60103101,3,7,98673824793
60103101,4,5,95018832108
60103101,5,2,92591841905
60103401,1,6,110542381444
60103401,2,3,100484486323
60103401,3,4,85292762690
60103401,4,1,59492675834
60103401,5,10,51487648773
60105001,1,7,98673712590
60105001,2,5,95018702015
60105001,3,4,85292762690
60105001,4,1,59492579050
60105001,5,10,51487549166
60105501,1,6,110541404946
60105501,2,3,100483830078
60105501,3,7,98673824793
60105501,4,4,85292762690
60105501,5,1,59491624679
60105701,1,6,110533012736
60105701,2,3,100484510032
60105701,3,7,98673824793
60105701,4,4,85260255411
60105701,5,10,51467790722
60105801,1,6,110542381444
60105801,2,3,100484510032
60105801,3,7,98673824793
60105801,4,5,95018832108
60105801,5,2,92591841905
60106101,1,6,110542350863
60106101,2,7,98673782976
60106101,3,5,95018832108
60106101,4,4,85292716994
60106101,5,1,59492632520
60106901,1,6,110542322111
60106901,2,7,98673824793
60106901,3,5,95018775671
60106901,4,2,92591774977
60106901,5,9,49803667869
60107801,1,6,110542380329
60107801,2,7,98673824793
60107801,3,5,95018831698
60107801,4,4,85292760725
60107801,5,10,51487674237
60107901,1,6,110542381444
60107901,2,3,100484510032
60107901,3,7,98673824793
60107901,4,5,95018832108
60107901,5,2,92591841905
60108701,1,6,110542377451
60108701,2,3,100484504127
60108701,3,7,98673824793
60108701,4,4,85292756832
60108701,5,10,51487674237
60108901,1,3,100481990262
60108901,2,7,98671601183
60108901,3,5,95018832108
60108901,4,4,85292762690
60108901,5,1,59490020844
60109201,1,6,110542233751
60109201,2,2,92591841905
60109201,3,4,85292762690
60109201,4,1,59492385569
60109201,5,10,51487384426
60109501,1,3,100480436478
60109501,2,7,98673824793
60109501,3,2,92591841905
60109501,4,4,85282172536
60109501,5,1,59487367999
60110010,1,3,100484510032
60110010,2,5,95018626666
60110010,3,2,92591655752
60110010,4,4,85292582102
60110010,5,1,59492516141
60111001,1,6,110542381444
60111001,2,3,100484510032
60111001,3,7,98673824793
60111001,4,5,95018832108
60111001,5,2,92591841905
60111160,1,3,100340334563
60111160,2,7,98673824793
60111160,3,5,95018832108
60111160,4,2,92468991982
60111160,5,1,59362569884
60111201,1,6,110542381444
60111201,2,3,100484510032
60111201,3,7,98673824793
60111201,4,5,95018832108
60111201,5,2,92591841905
60111501,1,6,110542307625
60111501,2,3,100484415178
60111501,3,7,98673824793
60111501,4,5,95018832108
60111501,5,10,51487674237
60111960,1,3,100484510032
60111960,2,7,98673824793
60111960,3,5,95018832108
60111960,4,2,92590270206
60111960,5,4,85292762690
60113590,1,6,110542381444
60113590,2,3,100484510032
60113590,3,7,98673824793
60113590,4,5,95018832108
60113590,5,2,92591841905
60115360,1,6,110540906919
60115360,2,3,100483358194
60115360,3,7,98673378264
60115360,4,2,92591841905
60115360,5,4,85291620694
60115960,1,6,110542381444
60115960,2,3,100484510032
60115960,3,7,98673824793
60115960,4,5,95018832108
60115960,5,2,92591841905
60116150,1,6,110542346984
60116150,2,3,100484419037
60116150,3,7,98673754298
60116150,4,4,85292762690
60116150,5,9,49803636703
60116360,1,6,110542368792
60116360,2,3,100484487855
60116360,3,4,85292740916
60116360,4,1,59492676277
60116360,5,9,49803711446
60136500,1,6,110542371775
60136500,2,5,95018822964
60136500,3,2,92591830403
60136500,4,1,59492690176
60136500,5,10,51487674237
60165401,1,3,100474052458
60165401,2,7,98673824793
60165401,3,5,95018832108
60165401,4,2,92591841905
60165401,5,4,85292762690
60165501,1,6,110542381444
60165501,2,3,100484510032
60165501,3,7,98673824793
60165501,4,5,95018832108
60165501,5,2,92591841905
60165701,1,6,110542381444
60165701,2,3,100484510032
60165701,3,7,98673824793
60165701,4,5,95018832108
60165701,5,2,92591841905
60201001,1,6,110541386531
60201001,2,2,92591056571
60201001,3,4,85292762690
60201001,4,1,59491909387
60201001,5,10,51487674237
60201101,1,6,110224480546
60201101,2,3,100484510032
60201101,3,5,95018832108
60201101,4,2,92274025079
60201101,5,4,85292762690
60201701,1,6,110542233494
60201701,2,7,98673553431
60201701,3,2,92591738880
60201701,4,4,85292762690
60201701,5,1,59492538414
60202701,1,3,100484510032
60202701,2,7,98672599223
60202701,3,2,92590361376
60202701,4,4,85292318380
60202701,5,1,59492690176
60202801,1,6,110542344248
60202801,2,7,98673736269
60202801,3,4,85292667263
60202801,4,1,59492690176
60202801,5,10,51487674237
60202901,1,6,110542381444
60202901,2,5,95018548730
60202901,3,2,92591841905
60202901,4,4,85292687860
60202901,5,10,51487674237
60203201,1,6,110542381444
60203201,2,3,100484510032
60203201,3,7,98673824793
60203201,4,5,95018832108
60203201,5,2,92591841905
60203601,1,6,110542381444
60203601,2,3,100484510032
60203601,3,7,98673824793
60203601,4,5,95018832108
60203601,5,2,92591841905
60204601,1,3,100481629209
60204601,2,7,98671430552
60204601,3,5,95018832108
60204601,4,2,92590013023
60204601,5,4,85292762690
60204860,1,3,100476113802
60204860,2,5,95018832108
60204860,3,2,92577111888
60204860,4,1,59485940009
60204860,5,10,51487674237
60205230,1,6,110541706571
60205230,2,3,100483778874
60205230,3,7,98673824793
60205230,4,5,95018585891
60205230,5,2,92591841905
60205930,1,6,110542381444
60205930,2,3,100484510032
60205930,3,7,98673824793
60205930,4,5,95018832108
60205930,5,2,92591841905
60206520,1,6,110542381444
60206520,2,3,100484510032
60206520,3,7,98673824793
60206520,4,5,95018832108
60206520,5,2,92591841905
60206660,1,6,110542059427
60206660,2,3,100484100972
60206660,3,4,85292331388
60206660,4,1,59492457027
60206660,5,10,51487674237
60206720,1,6,110540843336
60206720,2,3,100483279409
60206720,3,7,98673092776
60206720,4,2,92591841905
60206720,5,10,51486245419
60206760,1,6,110542300255
60206760,2,3,100484447056
60206760,3,5,95018784862
60206760,4,2,92591841905
60206760,5,4,85292762690
60206860,1,6,110541134500
60206860,2,3,100484510032
60206860,3,2,92591841905
60206860,4,1,59490908636
60206860,5,10,51485926864
60207501,1,6,110542381444
60207501,2,7,98673824793
60207501,3,2,92591833031
60207501,4,4,85292746837
60207501,5,1,59492674035
60207801,1,6,110542166822
60207801,2,7,98673824793
60207801,3,2,92591722465
60207801,4,4,85292559223
60207801,5,1,59492423571
60215700,1,3,100483638355
60215700,2,5,95017393638
60215700,3,2,92590686533
60215700,4,4,85292762690
60215700,5,10,51487140197
60218901,1,3,100306732133
60218901,2,5,94824246971
60218901,3,2,92358565738
60218901,4,4,85292762690
60218901,5,10,51487674237
60300201,1,6,110542315265
60300201,2,3,100484432893
60300201,3,5,95018782344
60300201,4,4,85292762690
60300201,5,1,59492643413
60300950,1,6,110357302841
60300950,2,3,100484510032
60300950,3,5,94905036886
60300950,4,4,85292762690
60300950,5,10,51206304249
60301201,1,6,110542381444
60301201,2,3,100484490666
60301201,3,4,85292731801
60301201,4,1,59492651315
60301201,5,10,51487674237
60301601,1,3,100479438474
60301601,2,7,98673824793
60301601,3,5,95015070919
60301601,4,2,92591841905
60301601,5,4,85292762690
60301901,1,7,98672754147
60301901,2,5,95017569266
60301901,3,4,85292762690
60301901,4,1,59491694725
60301901,5,10,51487674237
60302401,1,6,110542381444
60302401,2,3,100483402352
60302401,3,5,95017866708
60302401,4,2,92591841905
60302401,5,1,59492305423
60302501,1,6,110542381444
60302501,2,3,100484489808
60302501,3,5,95018812211
60302501,4,2,92591841905
60302501,5,1,59492661868
60318101,1,6,110529015905
60318101,2,7,98665387580
60318101,3,5,95004477907
60318101,4,1,59481516257
60318101,5,10,51471563831
60400320,1,6,110542381444
60400320,2,5,95018832108
60400320,3,2,92588357316
60400320,4,4,85288585665
60400320,5,1,59490024967
60401220,1,3,100484510032
60401220,2,7,98673819389
60401220,3,5,95018814787
60401220,4,2,92591836187
60401220,5,4,85292762690
60402201,1,6,110542381444
60402201,2,3,100484510032
60402201,3,7,98673824793
60402201,4,5,95018832108
60402201,5,2,92591841905
60407301,1,6,110542353833
60407301,2,7,98673775477
60407301,3,5,95018782212
60407301,4,2,92591841905
60407301,5,4,85292710286
60407501,1,6,110542378129
60407501,2,7,98673822772
60407501,3,5,95018829596
60407501,4,4,85292760805
60407501,5,10,51487674237
60416701,1,3,100364433352
60416701,2,7,98587650220
60416701,3,5,94887340136
60416701,4,1,59284741733
60416701,5,10,51487674237
60418901,1,3,100484436674
60418901,2,7,98673824793
60418901,3,5,95018793948
60418901,4,1,59492690176
60418901,5,10,51487594300
60500001,1,6,110542381444
60500001,2,7,98673824793
60500001,3,2,92591841905
60500001,4,4,85292762076
60500001,5,1,59492689612
60500101,1,6,110542381444
60500101,2,7,98673797515
60500101,3,5,95018832108
60500101,4,1,59492667434
60500101,5,10,51487656009
60500201,1,6,110542381444
60500201,2,3,100458950483
60500201,3,7,98673824793
60500201,4,5,95008956161
60500201,5,4,85283257801
60500301,1,6,110542379926
60500301,2,3,100484510032
60500301,3,7,98673824793
60500301,4,5,95018832108
60500301,5,2,92591841905
60500401,1,6,110542381444
60500401,2,3,100484510032
60500401,3,7,98673824793
60500401,4,5,95018832108
60500401,5,2,92591841905
60500501,1,3,100484510032
60500501,2,7,98673824259
60500501,3,2,92591841379
60500501,4,4,85292762234
60500501,5,10,51487674237
60500601,1,6,110542381444
60500601,2,7,98673824472
60500601,3,5,95018831636
60500601,4,2,92591841905
60500601,5,4,85292762690
60500701,1,6,110542381444
60500701,2,3,100484510032
60500701,3,7,98673824793
60500701,4,2,92591841905
60500701,5,4,85292761468
60500801,1,6,110537153333
60500801,2,3,100484510032
60500801,3,7,98673824793
60500801,4,5,95014574456
60500801,5,1,59487719188
60500901,1,6,110542381444
60500901,2,3,100484510032
60500901,3,7,98673824793
60500901,4,5,95018832108
60500901,5,2,92591841905
60501001,1,6,110542381444
60501001,2,3,100484510032
60501001,3,7,98673824793
60501001,4,5,95018832108
60501001,5,2,92591841905
60600201,1,6,110542381444
60600201,2,3,100484510032
60600201,3,7,98673824793
60600201,4,5,95018832108
60600201,5,2,92591841905
60600360,1,7,98673824793
60600360,2,5,94998509673
60600360,3,4,85253075144
60600360,4,1,59479921393
60600360,5,10,51487674237
60600501,1,7,98673824793
60600501,2,5,95018832108
60600501,3,2,92591841905
60600501,4,4,85292422956
60600501,5,1,59492690176
60600701,1,6,110542376549
60600701,2,7,98673821396
60600701,3,2,92591837613
60600701,4,4,85292762690
60600701,5,1,59492685041
60602301,1,6,110542381444
60602301,2,3,100381102154
60602301,3,7,98573565663
60602301,4,4,85174836019
60602301,5,9,49741445057
60701300,1,6,110529585649
60701300,2,7,98661684016
60701300,3,5,95004013248
60701300,4,4,85292762690
60701300,5,10,51487674237
60701701,1,6,110541617762
60701701,2,3,100483997257
60701701,3,7,98673824793
60701701,4,5,95018832108
60701701,5,4,85291936574
60703001,1,7,98673824793
60703001,2,5,95018603886
60703001,3,2,92591841905
60703001,4,4,85292581426
60703001,5,1,59492519722
60705201,1,6,110542381444
60705201,2,3,100484510032
60705201,3,7,98673824793
60705201,4,5,95018832108
60705201,5,2,92591841905
60705901,1,3,100484510032
60705901,2,7,98673824793
60705901,3,5,94913995681
60705901,4,2,92591841905
60705901,5,4,85216498294
60706030,1,6,110384019366
60706030,2,7,98534393469
60706030,3,5,94978467596
60706030,4,4,85292762690
60706030,5,10,51487674237
60706101,1,3,99780475968
60706101,2,5,95018832108
60706101,3,4,84540227364
60706101,4,1,58882995661
60706101,5,10,51487674237
60706301,1,7,98596087134
60706301,2,5,94947257908
60706301,3,2,92496181312
60706301,4,4,85230762926
60706301,5,9,49705115607
60706401,1,6,110522423634
60706401,2,3,100484510032
60706401,3,4,85265554759
60706401,4,1,59492690176
60706401,5,10,51487674237
60707801,1,6,110542381444
60707801,2,7,98673703021
60707801,3,2,92591685828
60707801,4,1,59492519506
60707801,5,10,51487555350
60708301,1,6,110542381444
60708301,2,3,100484475186
60708301,3,7,98673786880
60708301,4,1,59492652507
60708301,5,10,51487674237
60708520,1,6,110541911372
60708520,2,3,100484217783
60708520,3,4,85292473051
60708520,4,10,51487290827
60708520,5,9,49803711446
60708601,1,6,110542381444
60708601,2,5,95018758051
60708601,3,4,85292762690
60708601,4,1,59492602291
60708601,5,10,51487642211
60709601,1,3,100484476875
60709601,2,7,98673824793
60709601,3,2,92591841905
60709601,4,1,59492665952
60709601,5,10,51487639104
60709701,1,6,110542376894
60709701,2,3,100484510032
60709701,3,7,98673810235
60709701,4,4,85292757645
60709701,5,9,49803697171
60710050,1,6,110542381444
60710050,2,3,100484408729
60710050,3,5,95018832108
60710050,4,2,92591841905
60710050,5,4,85292762690
60710201,1,6,110542381444
60710201,2,3,100484510032
60710201,3,7,98673824793
60710201,4,5,94997691432
60710201,5,2,92591841905
60710550,1,5,95018268589
60710550,2,2,92591497808
60710550,3,4,85292762690
60710550,4,1,59492187182
60710550,5,10,51487266494
60711701,1,6,110542381444
60711701,2,7,98673760415
60711701,3,2,92591841905
60711701,4,4,85292721501
60711701,5,1,59492597083
60713001,1,5,93214007641
60713001,2,2,89611253998
60713001,3,4,85292762690
60713001,4,1,57329698609
60713001,5,10,49723530676
60713501,1,3,100427724526
60713501,2,2,92554903127
60713501,3,4,85292762690
60713501,4,1,59492690176
60713501,5,10,51469366546
60715201,1,6,110542381444
60715201,2,3,100484510032
60715201,3,7,98673824793
60715201,4,5,95018832108
60715201,5,2,92591841905
60716601,1,6,110542381444
60716601,2,3,100484510032
60716601,3,7,98673824793
60716601,4,5,95018832108
60716601,5,2,92591841905
60717801,1,6,110542381444
60717801,2,3,100484510032
60717801,3,7,98673824793
60717801,4,5,95018832108
60717801,5,2,92591841905
60719800,1,6,110542381444
60719800,2,3,100484510032
60719800,3,7,98673824793
60719800,4,5,95018832108
60719800,5,2,92591841905
60725201,1,6,110542381444
60725201,2,3,100483648402
60725201,3,7,98673824793
60725201,4,5,95018832108
60725201,5,2,92591841905
60726001,1,6,110541900279
60726001,2,3,100484201941
60726001,3,2,92591568825
60726001,4,4,85292422239
60726001,5,1,59492690176
60757801,1,6,110542381444
60757801,2,3,100484510032
60757801,3,7,98673824793
60757801,4,5,94582828282
60757801,5,2,92459479118
60757901,1,6,110542330402
60757901,2,3,100484447259
60757901,3,5,95018832108
60757901,4,2,92591841905
60757901,5,1,59492652002
60758101,1,6,110542381444
60758101,2,3,100484510032
60758101,3,7,98673824793
60758101,4,2,92591841905
60758101,5,4,85292730163
60758201,1,3,100384634826
60758201,2,7,98601538826
60758201,3,5,95018832108
60758201,4,4,85292762690
60758201,5,1,59436208940
60758301,1,7,98673806226
60758301,2,5,95018803356
60758301,3,2,92591810537
60758301,4,4,85292762690
60758301,5,1,59492666059
60758401,1,3,100484435287
60758401,2,5,95018757569
60758401,3,1,59492567721
60758401,4,10,51487674237
60758401,5,9,49803631540
60800230,1,3,100484300340
60800230,2,2,92591623294
60800230,3,4,85292635044
60800230,4,1,59492632826
60800230,5,10,51487674237
60900301,1,6,110542381444
60900301,2,3,100484510032
60900301,3,7,98673824793
60900301,4,5,95018832108
60900301,5,2,92591841905
60900401,1,6,110542381444
60900401,2,3,100484510032
60900401,3,7,98673824793
60900401,4,5,95018832108
60900401,5,2,92591691311
60900501,1,6,110542381444
60900501,2,3,100484510032
60900501,3,7,98673824793
60900501,4,5,95018832108
60900501,5,2,92591841905
60900630,1,6,110541361091
60900630,2,3,100484510032
60900630,3,5,95018832108
60900630,4,2,92591841905
60900630,5,1,59492088317
60900701,1,6,110542381444
60900701,2,3,100484510032
60900701,3,7,98673821683
60900701,4,5,95018827431
60900701,5,2,92591841905
60900801,1,6,110542381444
60900801,2,3,100484510032
60900801,3,7,98673824793
60900801,4,5,95018832108
60900801,5,2,92591841905
60900901,1,6,110542381444
60900901,2,3,100484510032
60900901,3,7,98673824793
60900901,4,5,95018832108
60900901,5,2,92591841905
60904101,1,6,110542381444
60904101,2,3,100484510032
60904101,3,7,98673824793
60904101,4,2,92591841905
60904101,5,4,85292762690
60904701,1,6,110542381444
60904701,2,3,100484495306
60904701,3,7,98673813797
60904701,4,5,95018826744
60904701,5,2,92591841905
60906501,1,6,110541814221
60906501,2,3,100484510032
60906501,3,4,85292052301
60906501,4,1,59492082265
60906501,5,10,51487674237
60906701,1,6,110542381444
60906701,2,3,100484436374
60906701,3,5,95018832108
60906701,4,2,92591841905
60906701,5,4,85292762690
60917301,1,6,110542371638
60917301,2,5,95018822506
60917301,3,2,92591841905
60917301,4,4,85292762690
60917301,5,1,59492682482
60918901,1,6,110542381444
60918901,2,3,100484510032
60918901,3,7,98673824793
60918901,4,5,95018832108
60918901,5,2,92591841905
61000230,1,6,110542381444
61000230,2,7,98673824793
61000230,3,5,95012938559
61000230,4,2,92585438396
61000230,5,4,85292762690
61000660,1,3,100484059364
61000660,2,5,95018485513
61000660,3,2,92591551848
61000660,4,1,59492368210
61000660,5,10,51487674237
61001001,1,3,100484179760
61001001,2,7,98673824793
61001001,3,5,95018389330
61001001,4,2,92591841905
61001001,5,1,59492379700
61005801,1,6,110542216513
61005801,2,7,98673647072
61005801,3,5,95018598173
61005801,4,4,85292762690
61005801,5,10,51487674237
61017001,1,6,110542325052
61017001,2,5,95018794175
61017001,3,1,59492628353
61017001,4,10,51487613903
61017001,5,9,49803651168
61017101,1,6,110542374991
61017101,2,7,98673824793
61017101,3,5,95018826328
61017101,4,2,92591841905
61017101,5,4,85292753583
61105901,1,6,110542381444
61105901,2,5,95018489890
61105901,3,2,92591276875
61105901,4,4,85292433265
61105901,5,1,59492690176
61107601,1,6,110411372016
61107601,2,3,100388974025
61107601,3,7,98534121794
61107601,4,2,92591841905
61107601,5,4,85292762690
61114301,1,6,110542318724
61114301,2,5,95018744121
61114301,3,2,92591841905
61114301,4,4,85292762690
61114301,5,1,59492571519
61116701,1,3,100481351272
61116701,2,7,98673824793
61116701,3,2,92588347916
61116701,4,4,85292762690
61116701,5,1,59491775095
61200101,1,6,110542129676
61200101,2,3,100484017738
61200101,3,2,92590997425
61200101,4,4,85291977740
61200101,5,1,59491975950
61400140,1,6,110542381444
61400140,2,3,100338857495
61400140,3,7,98673824793
61400140,4,2,92537698130
61400140,5,1,59367541923
61400501,1,7,98673595751
61400501,2,5,95018832108
61400501,3,4,85292762690
61400501,4,1,59492458161
61400501,5,10,51487674237
61403501,1,6,110542381444
61403501,2,3,100484510032
61403501,3,7,98673824793
61403501,4,5,95018832108
61403501,5,2,92591841905
61405440,1,6,110542381444
61405440,2,7,98673684828
61405440,3,5,95018832108
61405440,4,2,92591710085
61405440,5,10,51487674237
61406900,1,6,110542381444
61406900,2,3,100484510032
61406900,3,7,98673824793
61406900,4,5,95018832108
61406900,5,2,92591841905
61409801,1,6,110542381444
61409801,2,3,100484510032
61409801,3,7,98673824793
61409801,4,5,95018832108
61409801,5,2,92591841905
61416100,1,6,110533474317
61416100,2,3,100484510032
61416100,3,2,92584320736
61416100,4,4,85292762690
61416100,5,1,59487556787
61416401,1,6,110541840473
61416401,2,3,100483801282
61416401,3,7,98672830978
61416401,4,5,95018045748
61416401,5,1,59492690176
61424601,1,6,110542381444
61424601,2,3,100484510032
61424601,3,7,98673824793
61424601,4,5,95018832108
61424601,5,2,92591841905
61434600,1,6,110542381444
61434600,2,3,100484510032
61434600,3,7,98673824793
61434600,4,5,95018832108
61434600,5,2,92591841905
61434701,1,6,110542281517
61434701,2,7,98673824793
61434701,3,5,95018725626
61434701,4,2,92591755314
61434701,5,10,51487617795
61500601,1,6,110542381444
61500601,2,3,100484510032
61500601,3,7,98673824793
61500601,4,5,95018832108
61500601,5,2,92591841905
61500701,1,6,110541732109
61500701,2,2,92591244722
61500701,3,4,85291979055
61500701,4,10,51487080365
61500701,5,9,49802444249
61505801,1,6,110541315299
61505801,2,3,100484510032
61505801,3,7,98672571717
61505801,4,5,95018196865
61505801,5,1,59492690176
61602001,1,6,110542265046
61602001,2,7,98673824793
61602001,3,5,95018832108
61602001,4,2,92591841905
61602001,5,4,85292657399
61604101,1,3,100484509642
61604101,2,2,92591841531
61604101,3,4,85292762690
61604101,4,1,59492689851
61604101,5,9,49803711234
61616100,1,6,110542381444
61616100,2,3,100484510032
61616100,3,7,98673824793
61616100,4,5,95018832108
61616100,5,2,92591841905
61617001,1,6,110542381444
61617001,2,3,100484510032
61617001,3,7,98673824793
61617001,4,4,85292761631
61617001,5,1,59492688239
61617101,1,6,110542381444
61617101,2,3,100484510032
61617101,3,7,98673824793
61617101,4,5,95018832108
61617101,5,2,92591841905
61617201,1,3,100484509404
61617201,2,7,98673824793
61617201,3,2,92591841422
61617201,4,4,85292762047
61617201,5,1,59492689462
