RETAILER_CODE,RANG,GAME_CODE_RECOMMANDE,SCORE_POPULARITE_GLOBALE
29956401,1,6,110542381444
29956401,2,3,100484510032
29956401,3,7,98673824793
29956401,4,5,95018832108
29956401,5,2,92591841905
29977901,1,6,110523380453
29977901,2,3,100484510032
29977901,3,7,98673824793
29977901,4,5,95018832108
29977901,5,1,59477539262
40100601,1,6,110542357341
40100601,2,3,100484457392
40100601,3,5,95018832108
40100601,4,2,92591841905
40100601,5,4,85292762690
40101601,1,6,110542381444
40101601,2,3,100484510032
40101601,3,7,98673824793
40101601,4,5,95018832108
40101601,5,2,92591841905
40102001,1,6,110465432813
40102001,2,7,98626790632
40102001,3,5,95018832108
40102001,4,4,85189591444
40102001,5,1,59427209807
40102401,1,6,110539677334
40102401,2,3,100480069858
40102401,3,4,85292762690
40102401,4,1,59492690176
40102401,5,10,51482507794
40102601,1,6,110542381444
40102601,2,5,94945197003
40102601,3,4,85292762690
40102601,4,1,59378199007
40102601,5,10,51431728578
40105501,1,6,110542381444
40105501,2,7,98673446066
40105501,3,5,95018832108
40105501,4,4,85292565742
40105501,5,1,59492463842
40105901,1,3,100484504369
40105901,2,5,95018830154
40105901,3,2,92591841905
40105901,4,4,85292757688
40105901,5,10,51487674237
40106201,1,6,110542381444
40106201,2,3,100484510032
40106201,3,7,98673824793
40106201,4,5,95018832108
40106201,5,2,92591841905
40106401,1,6,110542366280
40106401,2,7,98673824793
40106401,3,5,95018832108
40106401,4,2,92591823995
40106401,5,1,59492666838
40106701,1,3,100484510032
40106701,2,5,92873784531
40106701,3,2,88981750478
40106701,4,1,58641425655
40106701,5,9,49803711446
40107901,1,6,110542381444
40107901,2,3,100484510032
40107901,3,7,98673824793
40107901,4,5,95018832108
40107901,5,2,92591841641
40109101,1,6,110542381444
40109101,2,3,100484492022
40109101,3,7,98673818341
40109101,4,4,85292736637
40109101,5,9,49803701907
40109201,1,6,110542300851
40109201,2,7,98673749773
40109201,3,5,95018832108
40109201,4,2,92591841905
40109201,5,1,59492624823
40110201,1,6,110542381444
40110201,2,7,98449540919
40110201,3,2,92418154627
40110201,4,4,85292762690
40110201,5,1,59252657694
40110401,1,6,110542381444
40110401,2,3,100484510032
40110401,3,7,98673824793
40110401,4,5,95018832108
40110401,5,2,92591841905
40110601,1,6,110542109231
40110601,2,7,98673654923
40110601,3,5,95018781775
40110601,4,4,85292684808
40110601,5,10,51487674237
40111701,1,6,107933459385
40111701,2,3,97302016593
40111701,3,7,96606871264
40111701,4,1,57644909437
40111701,5,10,51487674237
40112001,1,7,98593716199
40112001,2,5,95001085060
40112001,3,2,92568208801
40112001,4,1,59468213143
40112001,5,10,51487674237
40112101,1,5,95018233939
40112101,2,4,85292762690
40112101,3,1,59492329792
40112101,4,10,51487507342
40112101,5,9,49803226449
40112201,1,6,110542381444
40112201,2,3,100484510032
40112201,3,7,98673824793
40112201,4,5,95018832108
40112201,5,2,92591841905
40112301,1,3,100484319037
40112301,2,7,98673554751
40112301,3,5,95018637216
40112301,4,1,59492509557
40112301,5,10,51487571884
40112501,1,3,100470062329
40112501,2,7,98656244080
40112501,3,5,95003787832
40112501,4,2,92581361115
40112501,5,9,49792523446
40113401,1,3,100484407075
40113401,2,7,98673721703
40113401,3,2,92591742451
40113401,4,10,51487592997
40113401,5,9,49803627919
40113601,1,6,110542381444
40113601,2,3,100484510032
40113601,3,7,98673824793
40113601,4,5,95018832108
40113601,5,2,92591841905
40113701,1,6,110542381444
40113701,2,7,98673824793
40113701,3,5,95018832108
40113701,4,2,92588105319
40113701,5,1,59492690176
40113801,1,6,110542381444
40113801,2,3,100484510032
40113801,3,7,98673824793
40113801,4,5,95018832108
40113801,5,2,92591841905
40114201,1,6,110493787710
40114201,2,7,98673824793
40114201,3,2,92557946154
40114201,4,4,85292762690
40114201,5,1,59492690176
40114301,1,6,110542381444
40114301,2,3,100484510032
40114301,3,7,98673824793
40114301,4,5,95018832108
40114301,5,2,92591841905
40114801,1,6,110489105206
40114801,2,3,100464012959
40114801,3,2,92591841905
40114801,4,4,85267146062
40114801,5,10,51487674237
40116001,1,6,110542381444
40116001,2,3,100484510032
40116001,3,7,98673824793
40116001,4,5,95018832108
40116001,5,4,85292755360
40116101,1,7,98673824793
40116101,2,5,95018649443
40116101,3,2,92591788832
40116101,4,4,85292571394
40116101,5,10,51487674237
40116201,1,3,100484462442
40116201,2,7,98673798974
40116201,3,5,95018746304
40116201,4,2,92591841905
40116201,5,4,85292691873
40117101,1,6,110542381444
40117101,2,3,100484510032
40117101,3,7,98673824793
40117101,4,5,95018832108
40117101,5,4,85292611748
40117201,1,6,110542381444
40117201,2,3,100484510032
40117201,3,7,98673824793
40117201,4,5,95018832108
40117201,5,2,92591841905
40117501,1,3,100484471517
40117501,2,2,92591803400
40117501,3,1,59492690176
40117501,4,10,51487646305
40117501,5,9,49803671809
40117901,1,6,110542381444
40117901,2,3,100484510032
40117901,3,7,98673824793
40117901,4,5,95018832108
40117901,5,2,92591841905
40118001,1,6,110542381444
40118001,2,3,100484510032
40118001,3,7,98673824793
40118001,4,5,95018832108
40118001,5,2,92591841905
40118201,1,6,110542381444
40118201,2,3,100484510032
40118201,3,7,98673824793
40118201,4,5,95018832108
40118201,5,2,92591841905
40118850,1,6,110542381444
40118850,2,3,100484510032
40118850,3,7,98673824793
40118850,4,5,95018832108
40118850,5,2,92591841905
40118960,1,6,110347192135
40118960,2,3,100215664652
40118960,3,2,92405981957
40118960,4,4,85045033525
40118960,5,1,59492690176
40121760,1,6,110542381444
40121760,2,3,100484510032
40121760,3,7,98673824793
40121760,4,5,95018832108
40121760,5,2,92591841905
40123250,1,6,110542381444
40123250,2,3,100484510032
40123250,3,7,98673824793
40123250,4,5,95018832108
40123250,5,2,92591841905
40124301,1,6,110542315671
40124301,2,3,100484408519
40124301,3,5,95018832108
40124301,4,2,92591841905
40124301,5,4,85292690366
40125801,1,3,100482985869
40125801,2,7,98673005678
40125801,3,5,95017581456
40125801,4,4,85292762690
40125801,5,1,59491820191
40127601,1,6,110542381444
40127601,2,3,100484510032
40127601,3,7,98673824793
40127601,4,5,95018832108
40127601,5,2,92591841905
40129801,1,6,110542381444
40129801,2,3,100484510032
40129801,3,7,98673824793
40129801,4,5,95018832108
40129801,5,2,92591841905
40132960,1,6,110542381444
40132960,2,3,100484510032
40132960,3,7,98673824793
40132960,4,5,95018832108
40132960,5,2,92591841905
40136401,1,6,110542381444
40136401,2,3,100484510032
40136401,3,7,98673824793
40136401,4,5,95018832108
40136401,5,2,92591841905
40137430,1,6,110542062853
40137430,2,7,98673824793
40137430,3,5,95018832108
40137430,4,2,92591577413
40137430,5,4,85292528432
40145301,1,6,110541775583
40145301,2,3,100484510032
40145301,3,7,98672932330
40145301,4,5,95018832108
40145301,5,2,92590376662
40146700,1,3,100483420619
40146700,2,5,95018121972
40146700,3,4,85292329023
40146700,4,10,51487380083
40146700,5,9,49803010211
40154301,1,7,98673759216
40154301,2,5,95018832108
40154301,3,4,85292521117
40154301,4,1,59492495676
40154301,5,10,51487674237
40155301,1,6,110542381444
40155301,2,3,100484510032
40155301,3,7,98673824793
40155301,4,5,95018832108
40155301,5,2,92591841905
40158901,1,6,110351775039
40158901,2,3,100124195663
40158901,3,7,98475716795
40158901,4,2,92382403873
40158901,5,4,85292762690
40170601,1,6,110542381444
40170601,2,3,100484510032
40170601,3,5,95018832108
40170601,4,4,85292650662
40170601,5,1,59492627985
40188201,1,6,110542381444
40188201,2,3,100484510032
40188201,3,7,98673824793
40188201,4,5,95018832108
40188201,5,2,92591841905
40188301,1,6,110542377886
40188301,2,3,100484510032
40188301,3,7,98673824793
40188301,4,5,95018832108
40188301,5,2,92591841905
40188401,1,6,110512267008
40188401,2,7,98609096726
40188401,3,5,94980060549
40188401,4,2,92591841905
40188401,5,4,85292762690
40188501,1,6,110535906419
40188501,2,3,100480387920
40188501,3,7,98668168631
40188501,4,1,59485433600
40188501,5,9,49796150109
40188601,1,3,100484256023
40188601,2,7,98673824793
40188601,3,2,92591568915
40188601,4,1,59492547856
40188601,5,10,51487602913
40188701,1,6,110542381444
40188701,2,3,100484510032
40188701,3,7,98673824793
40188701,4,5,95018832108
40188701,5,2,92591841905
40188801,1,6,110542381444
40188801,2,7,98673621446
40188801,3,5,95018470882
40188801,4,2,92591595813
40188801,5,4,85292320551
40188901,1,6,110541961987
40188901,2,7,98673103102
40188901,3,5,95018832108
40188901,4,4,85292762690
40188901,5,1,59492690176
40189001,1,6,110542013742
40189001,2,4,85292206312
40189001,3,1,59491719951
40189001,4,10,51487176244
40189001,5,9,49802680675
40189101,1,6,110542381444
40189101,2,3,100484510032
40189101,3,7,98673824793
40189101,4,5,95018832108
40189101,5,2,92591841905
40189201,1,3,100483398960
40189201,2,7,98673081496
40189201,3,5,95018832108
40189201,4,2,92590678770
40189201,5,4,85292762690
40189301,1,6,110542381444
40189301,2,3,100484510032
40189301,3,7,98673824793
40189301,4,5,95018832108
40189301,5,2,92591841905
40203801,1,6,110542381444
40203801,2,3,100484389122
40203801,3,7,98673748919
40203801,4,2,92591793478
40203801,5,1,59492576365
40300590,1,6,110541800568
40300590,2,7,98673378026
40300590,3,5,95018832108
40300590,4,2,92591841905
40300590,5,4,85292762690
40401300,1,3,100484149404
40401300,2,7,98673824793
40401300,3,2,92591841905
40401300,4,4,85292422115
40401300,5,10,51487484844
40811001,1,6,110530299502
40811001,2,7,98645371000
40811001,3,1,59492690176
40811001,4,10,51473295863
40811001,5,9,49773642112
40814600,1,6,110542381444
40814600,2,3,100484510032
40814600,3,7,98673824793
40814600,4,5,95018832108
40814600,5,2,92591841905
40900030,1,6,110542381444
40900030,2,3,100484510032
40900030,3,7,98673824793
40900030,4,5,95018789846
40900030,5,2,92591782919
41100760,1,3,100482754352
41100760,2,7,98672993636
41100760,3,5,95018832108
41100760,4,2,92591841905
41100760,5,4,85292762690
41101401,1,6,110542379510
41101401,2,3,100484508558
41101401,3,2,92591841905
41101401,4,4,85292762690
41101401,5,1,59492690176
41101630,1,3,100483643123
41101630,2,7,98672952182
41101630,3,5,95018313113
41101630,4,2,92591841905
41101630,5,4,85292762690
41102001,1,6,110542381444
41102001,2,3,100484510032
41102001,3,7,98673824793
41102001,4,5,95018832108
41102001,5,2,92591841905
41102301,1,3,100484475504
41102301,2,7,98673762729
41102301,3,5,95018805034
41102301,4,2,92591831103
41102301,5,4,85292762690
41102910,1,5,95018216505
41102910,2,2,92591841905
41102910,3,1,59491363722
41102910,4,10,51486290340
41102910,5,9,49803367099
41103530,1,6,110542082198
41103530,2,3,100484067950
41103530,3,5,95018832108
41103530,4,2,92591841905
41103530,5,4,85292142642
41103701,1,6,110542381444
41103701,2,3,100481299862
41103701,3,7,98669682757
41103701,4,1,59490388745
41103701,5,10,51487674237
41118901,1,6,110541799703
41118901,2,5,95018073231
41118901,3,2,92591841905
41118901,4,1,59492219526
41118901,5,10,51487674237
41200230,1,6,110541564471
41200230,2,3,100483419227
41200230,3,4,85291780860
41200230,4,1,59492690176
41200230,5,9,49802695911
41200501,1,6,110542123747
41200501,2,7,98673824793
41200501,3,2,92591699402
41200501,4,4,85292762690
41200501,5,1,59492427515
41200701,1,6,110542381444
41200701,2,3,100484443490
41200701,3,7,98673783922
41200701,4,4,85292762690
41200701,5,1,59492690176
41200850,1,6,110542381444
41200850,2,3,100484510032
41200850,3,7,98673824793
41200850,4,5,95018832108
41200850,5,2,92591841905
41201101,1,6,110542050115
41201101,2,7,98673499612
41201101,3,5,95018832108
41201101,4,2,92591841905
41201101,5,1,59492368575
41226501,1,6,110542368786
41226501,2,3,100484502013
41226501,3,7,98673817295
41226501,4,2,92591841905
41226501,5,10,51487674237
41300430,1,3,100484510032
41300430,2,7,98673351290
41300430,3,5,95018447837
41300430,4,4,85292762690
41300430,5,1,59492690176
41414600,1,6,110541678142
41414600,2,7,98673824793
41414600,3,5,95018395922
41414600,4,4,85292422880
41414600,5,1,59492021718
41500601,1,6,110542369751
41500601,2,3,100484510032
41500601,3,7,98673800961
41500601,4,2,92591841905
41500601,5,1,59492666433
41500701,1,3,100484339406
41500701,2,5,95018414129
41500701,3,2,92591841905
41500701,4,1,59492160310
41500701,5,9,49803499467
41500801,1,6,110541815760
41500801,2,3,100484510032
41500801,3,7,98673609585
41500801,4,2,92591841905
41500801,5,1,59492040817
41501300,1,7,98651556371
41501300,2,5,95000053117
41501300,3,4,85276919963
41501300,4,1,59470350321
41501300,5,10,51487674237
41502601,1,6,110369434610
41502601,2,3,100302228938
41502601,3,5,95018832108
41502601,4,2,92591841905
41502601,5,4,85119251184
41503960,1,7,98207309629
41503960,2,5,94687755696
41503960,3,2,92384769206
41503960,4,4,85038410126
41503960,5,10,51487674237
41504690,1,6,110542381444
41504690,2,3,100484510032
41504690,3,7,98673824793
41504690,4,5,95018832108
41504690,5,2,92591841905
41505701,1,7,98673287681
41505701,2,5,95017950002
41505701,3,4,85291964704
41505701,4,1,59491517737
41505701,5,9,49803711446
41505801,1,6,110541922923
41505801,2,7,98673824793
41505801,3,5,95018241320
41505801,4,4,85291846390
41505801,5,1,59492690176
41506601,1,6,110542381444
41506601,2,3,100484510032
41506601,3,7,98673824793
41506601,4,5,95018832108
41506601,5,2,92591841905
41507001,1,6,110491242601
41507001,2,7,98580665052
41507001,3,2,92515331391
41507001,4,4,85208246920
41507001,5,1,59411657163
41515701,1,6,110542381444
41515701,2,3,100484510032
41515701,3,7,98673824793
41515701,4,5,95018832108
41515701,5,2,92591841905
41700490,1,6,110539699413
41700490,2,7,98671949034
41700490,3,5,95017109189
41700490,4,10,51485436260
41700490,5,9,49802479031
41900601,1,6,110542381444
41900601,2,3,100484510032
41900601,3,7,98673824793
41900601,4,5,95018832108
41900601,5,2,92591841042
41900910,1,6,110542203442
41900910,2,3,100484510032
41900910,3,5,95018633844
41900910,4,2,92591841905
41900910,5,4,85292762690
41901201,1,6,110542381444
41901201,2,3,100484510032
41901201,3,7,98673824793
41901201,4,5,95018832108
41901201,5,2,92591841905
41901301,1,6,110542381444
41901301,2,3,100484510032
41901301,3,7,98673824793
41901301,4,5,95018832108
41901301,5,2,92591841905
41906001,1,6,110482513553
41906001,2,7,98632873132
41906001,3,2,92552289990
41906001,4,4,85234822695
41906001,5,10,51487674237
41918001,1,6,110542381444
41918001,2,3,100484510032
41918001,3,5,95017553961
41918001,4,2,92591019322
41918001,5,1,59492690176
41918901,1,6,110542381444
41918901,2,3,100484510032
41918901,3,7,98673824793
41918901,4,5,95018832108
41918901,5,2,92591841905
41955301,1,3,100483697642
41955301,2,2,92591191571
41955301,3,4,85292355352
41955301,4,10,51487047832
41955301,5,9,49803711446
42100320,1,6,110542381444
42100320,2,3,100484510032
42100320,3,7,98673824793
42100320,4,5,95018832108
42100320,5,2,92591841905
42101410,1,6,110541717630
42101410,2,3,100484510032
42101410,3,7,98673374407
42101410,4,1,59492227914
42101410,5,10,51487674237
42102201,1,6,110542381444
42102201,2,3,100484510032
42102201,3,7,98673824793
42102201,4,5,95018832108
42102201,5,2,92591841905
42102510,1,3,100484110759
42102510,2,7,98672701052
42102510,3,5,95018383579
42102510,4,4,85291621808
42102510,5,10,51487460285
42102601,1,3,100484469917
42102601,2,7,98673747089
42102601,3,2,92591759232
42102601,4,1,59492604772
42102601,5,9,49803638861
42102701,1,6,110542377537
42102701,2,3,100484501636
42102701,3,7,98673824793
42102701,4,4,85292762690
42102701,5,1,59492686745
42102901,1,6,110542381444
42102901,2,7,98673813072
42102901,3,5,95018832108
42102901,4,2,92591841905
42102901,5,4,85292762690
42103101,1,6,110542381444
42103101,2,3,100484510032
42103101,3,7,98673824793
42103101,4,5,95018832108
42103101,5,2,92591841905
42103301,1,7,98586706669
42103301,2,5,95018832108
42103301,3,2,92544901541
42103301,4,4,85292762690
42103301,5,1,59360589028
42104301,1,6,110542381444
42104301,2,3,100482746025
42104301,3,7,98673824793
42104301,4,2,92591841905
42104301,5,4,85292762690
42104401,1,6,110542380217
42104401,2,3,100484510032
42104401,3,7,98673824793
42104401,4,5,95018830434
42104401,5,2,92591841905
42104501,1,3,100484510032
42104501,2,7,98673824793
42104501,3,2,92591841292
42104501,4,4,85292762239
42104501,5,10,51487674237
42105301,1,6,110542381444
42105301,2,3,100484510032
42105301,3,7,98673824793
42105301,4,5,95018832108
42105301,5,2,92591841905
42106101,1,6,110506243427
42106101,2,3,100418759448
42106101,3,7,98645054927
42106101,4,2,92574042063
42106101,5,9,49775801450
42106540,1,6,110542237691
42106540,2,3,100484510032
42106540,3,7,98673180871
42106540,4,2,92591841905
42106540,5,4,85292762690
42106901,1,6,110541838138
42106901,2,3,100483548920
42106901,3,2,92591443424
42106901,4,4,85292762690
42106901,5,1,59492690176
42108150,1,6,110542229724
42108150,2,3,100484510032
42108150,3,7,98673824793
42108150,4,5,95018620908
42108150,5,2,92591841905
42108350,1,6,110542227082
42108350,2,5,95018776578
42108350,3,1,59492690176
42108350,4,10,51487472730
42108350,5,9,49803495113
42115201,1,6,110542240959
42115201,2,7,98673673486
42115201,3,2,92591737490
42115201,4,1,59492690176
42115201,5,10,51487576225
42115600,1,3,100445690275
42115600,2,7,98640768324
42115600,3,5,95018832108
42115600,4,2,92591841905
42115600,5,4,85292762690
42117001,1,5,95018675564
42117001,2,4,85292762690
42117001,3,1,59492561941
42117001,4,10,51487515167
42117001,5,9,49803574022
42118901,1,6,110533532469
42118901,2,3,100484510032
42118901,3,5,95012292219
42118901,4,2,92586617284
42118901,5,10,51487674237
42125401,1,7,98538293675
42125401,2,2,92558480408
42125401,3,4,85232117676
42125401,4,1,59308994830
42125401,5,9,49628652620
42126701,1,6,110542381444
42126701,2,3,100484510032
42126701,3,7,98673773477
42126701,4,5,95018773692
42126701,5,2,92591798477
42127601,1,6,110541531505
42127601,2,3,100484510032
42127601,3,7,98673824793
42127601,4,5,95018832108
42127601,5,4,85292205448
42127801,1,6,110542218531
42127801,2,5,95018832108
42127801,3,2,92591747395
42127801,4,4,85292762690
42127801,5,1,59492539323
42145401,1,6,110542375874
42145401,2,2,92591834911
42145401,3,4,85292749908
42145401,4,1,59492679114
42145401,5,10,51487674237
42145501,1,6,110542296174
42145501,2,5,95018832108
42145501,3,2,92591841905
42145501,4,4,85292666156
42145501,5,10,51487580200
42145601,1,6,110542381444
42145601,2,3,100484510032
42145601,3,7,98673824793
42145601,4,5,95018832108
42145601,5,2,92591841905
42202010,1,6,110542381444
42202010,2,3,100484493562
42202010,3,7,98673824793
42202010,4,2,92591841905
42202010,5,1,59492648956
42202201,1,6,110542123062
42202201,2,3,100484434194
42202201,3,5,95018759206
42202201,4,2,92591633552
42202201,5,10,51487674237
42204360,1,6,110542185822
42204360,2,5,95018574627
42204360,3,2,92591841905
42204360,4,1,59492570335
42204360,5,10,51487674237
42204501,1,6,110542381444
42204501,2,3,100484510032
42204501,3,7,98673824793
42204501,4,5,95018832108
42204501,5,2,92591841905
42208001,1,6,110542381444
42208001,2,3,100484510032
42208001,3,7,98673824793
42208001,4,5,95018832108
42208001,5,2,92591841905
42215201,1,6,110542381444
42215201,2,7,98673490510
42215201,3,5,95018832108
42215201,4,1,59492008827
42215201,5,10,51487225888
42217001,1,7,98593270101
42217001,2,5,94938306967
42217001,3,2,92555150906
42217001,4,4,85292762690
42217001,5,1,59404908198
42234401,1,6,110542381444
42234401,2,7,98673618444
42234401,3,5,95018832108
42234401,4,2,92591512270
42234401,5,1,59492690176
42300310,1,6,110542381444
42300310,2,3,100481509259
42300310,3,7,98667209537
42300310,4,5,95016180293
42300310,5,1,59492690176
42400301,1,6,110542381444
42400301,2,3,100484510032
42400301,3,7,98673824793
42400301,4,4,85292368443
42400301,5,1,59492690176
42400601,1,6,110527446769
42400601,2,7,98650151405
42400601,3,2,92572277769
42400601,4,4,85279151574
42400601,5,9,49803711446
42478201,1,6,110500288619
42478201,2,2,92569034447
42478201,3,4,85262262376
42478201,4,1,59445972513
42478201,5,10,51487674237
42500501,1,6,110542340520
42500501,2,3,100484481161
42500501,3,7,98673824793
42500501,4,5,95018783516
42500501,5,10,51487674237
42500701,1,6,110542381444
42500701,2,3,100484509477
42500701,3,7,98673824793
42500701,4,5,95018831403
42500701,5,4,85292762690
42500930,1,3,100484366237
42500930,2,5,95018832108
42500930,3,2,92591841905
42500930,4,4,85292660288
42500930,5,1,59492568124
42501130,1,6,110542381444
42501130,2,2,92591841905
42501130,3,4,85290993704
42501130,4,1,59491385440
42501130,5,10,51487674237
42508001,1,6,110542080398
42508001,2,3,100484510032
42508001,3,7,98673824793
42508001,4,5,95018738813
42508001,5,2,92591841905
42700190,1,5,95018805652
42700190,2,2,92591841905
42700190,3,4,85292592442
42700190,4,10,51487612353
42700190,5,9,49803591546
42700501,1,7,98673824793
42700501,2,5,95018643437
42700501,3,2,92591841905
42700501,4,4,85292404502
42700501,5,1,59492690176
42800320,1,6,110542381444
42800320,2,3,100484510032
42800320,3,7,98524039154
42800320,4,2,92591841905
42800320,5,1,59492690176
42800430,1,3,100484508656
42800430,2,7,98673823418
42800430,3,2,92591840354
42800430,4,4,85292762690
42800430,5,10,51487674237
42802501,1,6,110541465171
42802501,2,3,100483774668
42802501,3,5,95018832108
42802501,4,2,92591034463
42802501,5,10,51487674237
42802730,1,6,110542316264
42802730,2,3,100484403241
42802730,3,7,98673824793
42802730,4,4,85292762690
42802730,5,1,59492577806
42803230,1,6,110490396188
42803230,2,3,100484510032
42803230,3,2,92499827910
42803230,4,1,59420987828
42803230,5,10,51487674237
42803330,1,6,110542381444
42803330,2,3,100484510032
42803330,3,7,98673824793
42803330,4,5,95018832108
42803330,5,2,92591841905
42845301,1,6,110541202036
42845301,2,3,100483473940
42845301,3,2,92590694774
42845301,4,4,85292762690
42845301,5,10,51487674237
42900401,1,6,110542381444
42900401,2,3,100484493027
42900401,3,7,98673800604
42900401,4,5,95018832108
42900401,5,1,59492668812
42900610,1,6,110542318111
42900610,2,3,100484510032
42900610,3,2,92591841905
42900610,4,4,85292762690
42900610,5,1,59492656502
42901101,1,7,98673761171
42901101,2,2,92591841905
42901101,3,4,85292762690
42901101,4,1,59492582253
42901101,5,10,51487674237
42902410,1,6,110539990607
42902410,2,7,98669895667
42902410,3,5,95018832108
42902410,4,1,59490901518
42902410,5,10,51487674237
42902801,1,6,110542372665
42902801,2,5,95018815661
42902801,3,2,92591833885
42902801,4,1,59492672856
42902801,5,10,51487674237
42902950,1,6,110433951109
42902950,2,7,98673824793
42902950,3,5,94936491857
42902950,4,2,92520515331
42902950,5,1,59441013716
42903101,1,6,110542381444
42903101,2,5,95018771535
42903101,3,2,92591841905
42903101,4,4,85292762690
42903101,5,1,59492623300
42903301,1,6,110542381444
42903301,2,3,100484510032
42903301,3,7,98673755241
42903301,4,4,85292656071
42903301,5,1,59492576894
42903450,1,3,100067574898
42903450,2,7,98198089673
42903450,3,5,95018832108
42903450,4,4,84553131284
42903450,5,1,59492690176
42903701,1,3,100484510032
42903701,2,7,98502084960
42903701,3,5,95018832108
42903701,4,4,85115112995
42903701,5,1,59400382336
42903801,1,6,110542381444
42903801,2,3,100484479704
42903801,3,5,95018731902
42903801,4,4,85292673032
42903801,5,10,51487674237
42903960,1,6,110542313941
42903960,2,7,98673744668
42903960,3,2,92591841905
42903960,4,4,85292714663
42903960,5,10,51487674237
42904501,1,6,110542381444
42904501,2,3,100484510032
42904501,3,7,98673824793
42904501,4,5,95018832108
42904501,5,2,92591841905
42905601,1,6,110542381444
42905601,2,3,100484510032
42905601,3,7,98673824793
42905601,4,5,95018832108
42905601,5,2,92591841905
42906101,1,3,100484491012
42906101,2,7,98673824793
42906101,3,5,95018832108
42906101,4,2,92591841905
42906101,5,4,85292762690
42906410,1,6,110542381444
42906410,2,3,100483748660
42906410,3,2,92591841905
42906410,4,4,85292762690
42906410,5,1,59491835580
42906901,1,6,110542381444
42906901,2,3,100484508414
42906901,3,7,98673824793
42906901,4,5,95018832108
42906901,5,2,92591841905
42907401,1,6,110542381444
42907401,2,3,100484510032
42907401,3,7,98673824793
42907401,4,5,95018832108
42907401,5,2,92591841905
42907601,1,6,110542380708
42907601,2,3,100484509252
42907601,3,7,98673824793
42907601,4,2,92591841905
42907601,5,1,59492689482
42907701,1,6,110542381444
42907701,2,3,100484510032
42907701,3,7,98673824793
42907701,4,5,95018832108
42907701,5,2,92591841905
42907801,1,3,100484510032
42907801,2,5,95018823265
42907801,3,4,85292754676
42907801,4,10,51487661195
42907801,5,9,49803699502
42907901,1,6,110542381444
42907901,2,3,100484510032
42907901,3,7,98673824793
42907901,4,5,95018832108
42907901,5,2,92591841503
42908201,1,3,100482333206
42908201,2,7,98672037187
42908201,3,5,95016985844
42908201,4,2,92589691653
42908201,5,10,51487674237
42908301,1,6,110542381444
42908301,2,3,100473287524
42908301,3,7,98673824793
42908301,4,2,92591841905
42908301,5,4,85283000769
42908401,1,6,110542381444
42908401,2,3,100484510032
42908401,3,7,98673824793
42908401,4,5,95018832108
42908401,5,2,92591841905
42908610,1,6,110542381444
42908610,2,3,100484510032
42908610,3,7,98673824793
42908610,4,5,95018832108
42908610,5,2,92591841905
42910210,1,6,110542381444
42910210,2,3,100483680192
42910210,3,7,98673824793
42910210,4,5,95018185436
42910210,5,2,92591841905
42911660,1,6,110298445481
42911660,2,3,100181292481
42911660,3,5,95018832108
42911660,4,1,59191414462
42911660,5,10,51487674237
42911701,1,6,110541707297
42911701,2,3,100483844728
42911701,3,4,85292762690
42911701,4,1,59492200994
42911701,5,10,51487674237
42914510,1,6,110542381444
42914510,2,3,100484308212
42914510,3,5,95018507469
42914510,4,1,59492574812
42914510,5,10,51487674237
42915201,1,3,100484341796
42915201,2,7,98673824793
42915201,3,5,95018666163
42915201,4,2,92591841905
42915201,5,4,85292762690
42917600,1,6,110541545757
42917600,2,3,100483699146
42917600,3,7,98673365043
42917600,4,5,95018832108
42917600,5,2,92591306058
42919901,1,6,110542380883
42919901,2,3,100484509530
42919901,3,7,98673824322
42919901,4,5,95018832108
42919901,5,10,51487674237
42924600,1,6,110542381444
42924600,2,3,100484510032
42924600,3,7,98673824793
42924600,4,5,95018832108
42924600,5,2,92591841905
42925201,1,6,110542182111
42925201,2,3,100484510032
42925201,3,7,98673701943
42925201,4,2,92591841905
42925201,5,4,85292647267
42939901,1,3,100471540876
42939901,2,7,98673824793
42939901,3,5,95012614464
42939901,4,4,85292762690
42939901,5,1,59492690176
43204201,1,3,100482756764
43204201,2,7,98673824793
43204201,3,2,92591841905
43204201,4,1,59492127501
43204201,5,10,51485585492
43300130,1,6,110542381444
43300130,2,3,100484510032
43300130,3,7,98673824793
43300130,4,5,95018832108
43300130,5,2,92591841905
43300201,1,6,110542381444
43300201,2,3,100484510032
43300201,3,7,98673824793
43300201,4,5,95018832108
43300201,5,2,92591841905
43302201,1,7,98673824793
43302201,2,5,95018832108
43302201,3,2,92591836287
43302201,4,4,85292762690
43302201,5,1,59492690176
43302301,1,6,110542381444
43302301,2,3,100484510032
43302301,3,7,98673824793
43302301,4,5,95018832108
43302301,5,2,92591841905
43500030,1,6,110541183345
43500030,2,3,100483200867
43500030,3,7,98672799226
43500030,4,2,92590957020
43500030,5,1,59492690176
43500201,1,3,100440653187
43500201,2,2,92591841905
43500201,3,4,85238879238
43500201,4,1,59468326266
43500201,5,10,51487674237
43500301,1,6,110542323791
43500301,2,3,100484510032
43500301,3,5,95018780591
43500301,4,2,92591785930
43500301,5,4,85292762690
43600401,1,6,110542139630
43600401,2,3,100484510032
43600401,3,5,95018513614
43600401,4,2,92591626435
43600401,5,4,85292454658
43700001,1,6,110542381444
43700001,2,3,100484510032
43700001,3,7,98673824793
43700001,4,5,95018832108
43700001,5,2,92591841905
43800001,1,6,110541944382
43800001,2,3,100484510032
43800001,3,7,98673453689
